index,0,1,2,3,4,5
77,2983 - DECONIHOUT Jacky,V2H,3,32:20:39,11:43:56,Francia
78,2299 - SEMERJIAN Maria,SEF,8,32:22:18,11:45:35,Francia
79,"86 - BENAMATI Michele
TRIATHLON TRENTINO",V1H,24,32:23:08,11:46:25,Italia
80,191 - EGLI Daniel,V1H,25,32:27:45,11:51:02,Suiza
81,1538 - POOLE Jason,V1H,26,32:27:54,11:51:11,Estados Unidos
82,159 - MAISONNIER Paul,V1H,27,32:30:38,11:53:55,Francia
83,2356 - MINARY Gérard,V2H,4,32:31:41,11:54:58,Francia
84,"1878 - LUX Christoph
TG VIKTORIA AUGSBURG",SEH,45,32:33:48,11:57:05,Alemania
85,2520 - TRIBIUS Thomas,V1H,28,32:34:18,11:57:35,Alemania
86,2834 - VALLS JOVE Roger,SEH,46,32:38:37,12:01:54,España
87,2133 - HENRY Eric,V1H,29,32:48:13,12:11:30,Francia
88,1705 - BESSIERE Jean Christophe,V1H,30,32:49:42,12:12:59,Francia
89,398 - HENRY Patrice,V1H,31,32:51:44,12:15:01,Francia
90,"170 - LEFRANCOIS Jean Luc
ACBB TRIATHLON",V1H,32,32:56:14,12:19:31,Francia
91,1867 - FILGUEIRAS Miguel,V1H,33,32:56:44,12:20:01,España
92,2905 - JACQUET Yves,V2H,5,32:58:52,12:22:09,Francia
93,3489 - PAJEAN Patrice,SEH,47,33:00:27,12:23:44,Francia
94,3232 - GERS Roland,SEH,48,33:01:00,12:24:17,Francia
95,2114 - DE LA CERDA CISTERNES Valentin,SEH,49,33:01:23,12:24:40,España
96,2959 - MINK Achim,V1H,34,33:03:55,12:27:12,Alemania
97,3496 - KONSTANTINOU Panagiotis,V1H,35,33:05:38,12:28:55,Grecia
98,"3215 - POURADY Kian
AC LA CHAPELLE/ERDRE",V1H,36,33:06:16,12:29:33,Francia
99,3012 - FUCHS Hervé,V1H,37,33:09:25,12:32:42,Francia
100,3258 - MOINE Eric,V2H,6,33:09:25,12:32:42,Francia
101,"2124 - BODIGUEL Raphael
GEM TRI ATHLE",V1H,38,33:13:26,12:36:43,Francia
102,127 - EPALE Tanguy,SEH,50,33:15:15,12:38:32,Francia
103,"3153 - SALA Maurizio
AS MERATE",V1H,39,33:15:15,12:38:32,Italia
104,"2591 - GREMEAUX Denis
ASCEA",V1H,40,33:17:15,12:40:32,Francia
105,"3143 - HARRIS Digby
MACCLESFIELD HARRIERS",V1H,41,33:19:05,12:42:22,Reino Unido
106,"3461 - REPELLIN Gilles
LES TRAILERS DU MOLE",V1H,42,33:20:42,12:43:59,Francia
107,2721 - LEPAGE Yann,SEH,51,33:28:36,12:51:53,Francia
108,154 - CASCARINO Paul,V1H,43,33:29:54,12:53:11,Francia
109,"102 - GONZALEZ LOPERA Enric
DIEDRE",SEH,52,33:34:07,12:57:24,España
110,"3535 - LUCHEZ Benoit
EAMYA",SEH,53,33:34:39,12:57:56,Francia
111,1925 - GARNIER Didier,SEH,54,33:35:09,12:58:26,Francia
112,"2826 - BERTON Guy
FCHA",V1H,44,33:36:00,12:59:17,Bélgica
113,"2614 - LAMENDOUR Serge
TEAM MONTRAIL",V1H,45,33:36:45,13:00:02,Francia
114,"2784 - OSCAR Aguinaga Iza
HUMICLIMA",SEH,55,33:44:56,13:08:13,España
115,"1778 - CARRERAS Enric
U. E. SANT JOAN DE LES ABADESSES",SEH,56,33:45:22,13:08:39,España
116,"2559 - GRIMPE LUHMANN Niels
SWISS JURA ANGELS",V1H,46,33:46:49,13:10:06,Alemania
117,2854 - BINDER Hubert,V1H,46,33:46:49,13:10:06,Francia
118,"3393 - GUNTNER Dieter
DAV NEULAND",V1H,48,33:52:21,13:15:38,Alemania
119,3495 - LAVILLE Dominique,V2H,7,34:01:05,13:24:22,Francia
120,"1995 - CASTELLI Simonetta
G.S. ALTITUDE",V1F,1,34:04:20,13:27:37,Italia
121,2742 - LOBRY Renaud,V1H,49,34:13:28,13:36:45,Francia
122,"132 - WESTAWAY Robert
SERPENTINE",V1H,50,34:13:54,13:37:11,Nueva Zelandia
123,163 - KOZANITIS Konstantinos,V1H,51,34:14:50,13:38:07,Grecia
124,"3171 - FORTMANN Margaretha
Challenge by Choice, Squamish",SEF,9,34:15:23,13:38:40,Australia
125,1673 - POLY Roland,V3H,1,34:18:04,13:41:21,Francia
126,"2693 - DELILLE David
SAONE MONT D'OR NATURE",SEH,57,34:18:45,13:42:02,Francia
127,3301 - CHELIUS Guillaume,SEH,58,34:27:03,13:50:20,Francia
128,3626 - DELARUE Martin,V1H,52,34:27:03,13:50:20,Francia
129,"3441 - FELGINES Bruno
UAOHV",V1H,53,34:29:49,13:53:06,Francia
130,"2011 - BAUDET Francis
CMBM",V2H,8,34:29:56,13:53:13,Francia
131,"3348 - CAVERT DE LA TOUR Gilles
ATTIPA",V1H,54,34:34:32,13:57:49,Francia
132,3050 - RADAELLI Franco,V1H,55,34:36:18,13:59:35,Italia
133,"2180 - POLGAR Pal
Budapest BSE",V2H,9,34:36:28,13:59:45,Hungría
134,"98 - ROY Didier
RUNNING CONSEIL PONTARLIER",V1H,56,34:38:13,14:01:30,Francia
135,"1555 - NAKAGAWA Takashi
TEAM MATUNAGA",SEH,59,34:38:55,14:02:12,Japón
136,"1703 - DE FRANCISCO Oscar
PAQUETAZOS",SEH,60,34:44:05,14:07:22,España
137,1537 - FIEDLER Dietmar,SEH,61,34:45:26,14:08:43,Austria
138,1659 - SAULAY Joel,V1H,57,34:48:30,14:11:47,Francia
139,2648 - SIENER Tom,V1H,58,34:48:32,14:11:49,Alemania
140,2321 - CARRASCO Cyrille,V1H,59,34:54:23,14:17:40,Francia
141,"2314 - VAUGOYEAU Damien
EAG 3DTRAIL",SEH,62,34:54:44,14:18:01,Francia
142,"2177 - LEFEBVRE Serge
PASS RUNNING",V1H,60,34:59:17,14:22:34,Francia
143,"2201 - LOHNER Beat
TRANSALPINE TEAM LIECHTENSTEIN",V1H,61,34:59:36,14:22:53,Suiza
144,2405 - CARMINATI Christophe,V1H,62,35:00:02,14:23:19,Francia
145,"1612 - MORELLI Pascal
AXA SPORTS ET LOISIRS",SEH,63,35:00:03,14:23:20,Francia
146,2522 - TIRELLO Patrick,V1H,63,35:00:38,14:23:55,Francia
147,1745 - TREUIL Philippe,V2H,10,35:02:03,14:25:20,Francia
148,"1643 - VIDOTTO FREDERIC
LES RAPID'EAUX",SEH,64,35:02:36,14:25:53,Francia
149,2782 - SETTESOLDI Daniele,V1H,64,35:04:42,14:27:59,Italia
150,"3427 - CRUZ LADERA Valenti
XINO-XANO",V1H,65,35:05:27,14:28:44,España
151,"3004 - EYROULET Nicolas
BEAUMONT ATHLETIQUE CLUB",SEH,65,35:09:28,14:32:45,Francia
152,"3011 - PASERO Marie Christine
AVOC",V2F,1,35:10:11,14:33:28,Francia
153,"1883 - RIUS TORNER Joan
ACTISPORT",V1H,66,35:10:13,14:33:30,España
154,2713 - PILLAUD Stephane,V1H,67,35:11:12,14:34:29,Francia
155,553 - JUNG Stéphane,V1H,68,35:13:46,14:37:03,Francia
156,"2428 - DE CHIVRE Denis
LE TEIL COURT",SEH,66,35:16:20,14:39:37,Francia
157,2225 - ABRY Adrien,SEH,67,35:16:55,14:40:12,Francia
158,"265 - SACCARDO Carlo
TNF",V2H,11,35:17:43,14:41:00,Italia
159,3568 - ZACCARIA Massimo,V1H,69,35:17:44,14:41:01,Italia
160,"3404 - ARRIGONI Giuliana
3 LIFE",V1F,2,35:20:27,14:43:44,Italia
161,"2138 - BROWN Richard
MACCLESFIELD HARRIERS",V1H,70,35:20:38,14:43:55,Reino Unido
162,2476 - ARNASON Borkur,SEH,68,35:22:57,14:46:14,Islandia
163,182 - BLACHAS Bernard,V3H,2,35:24:32,14:47:49,Francia
164,"281 - FOIADELLI Elio
asd runners begramo",V1H,71,35:27:19,14:50:36,Italia
165,345 - BATISSE Bruno,SEH,69,35:29:35,14:52:52,Francia
166,"2830 - PENSA Patrizia
POLISPORTIVA BESANESE",V1F,3,35:29:38,14:52:55,Italia
167,2896 - FERRE Michel,V2H,12,35:31:23,14:54:40,Francia
168,2635 - CHERIX Michel,V1H,72,35:36:30,14:59:47,Suiza
169,"2102 - BERTHE Stephane
UA TARBES TRIATHLON",V1H,73,35:38:17,15:01:34,Francia
170,3035 - GABORIEAU Gerald,V1H,74,35:39:29,15:02:46,Francia
171,3544 - TEYSSANDIER Frederic,SEH,70,35:41:10,15:04:27,Francia
172,"2989 - LECOANET david
RAMS",V1H,75,35:41:19,15:04:36,Francia
173,"1811 - ARINO MATIES Juan Salvador
MISJUEVES",V2H,13,35:41:49,15:05:06,España
174,"3585 - ESCUDERO Thierry
TRAILER DU MOLE",V1H,76,35:45:19,15:08:36,Francia
175,"392 - DORIDANT Bruno
SPECK SPORT",V1H,77,35:46:42,15:09:59,Francia
176,"124 - SCHROEDER Arnaud
US Palaiseau Triathlon",SEH,71,35:46:53,15:10:10,Francia
177,"1610 - SILVA Pedro
MILLENNIUMBCP",V1H,78,35:47:48,15:11:05,Portugal
178,3510 - MONVILLE Hugo,SEH,72,35:47:49,15:11:06,Francia
179,1988 - SORIANO Salvador,V2H,14,35:49:45,15:13:02,Francia
180,"1780 - MARTIN POZAS Jesus
TIERRA TRAGAME",V1H,79,35:50:48,15:14:05,España
181,2221 - HEUZE Franck,V1H,80,35:52:21,15:15:38,Francia
182,2991 - KEELY Tom,V1H,81,35:54:50,15:18:07,Reino Unido
183,3378 - ARKOUDIS Prokopios,V1H,82,35:55:47,15:19:04,Grecia
184,"3420 - ORLEANU Mihai
TEAM ECOMAN",V1H,83,35:55:48,15:19:05,Rumania
185,"3082 - CHERIET Raphael
UNION NORD EST 95",V1H,84,35:55:50,15:19:07,Francia
186,"2311 - MARTINI Stefano
G.S. MERCURYUS",SEH,73,35:56:31,15:19:48,Italia
187,1733 - ABBEY Gabriel,SEH,74,35:57:07,15:20:24,Francia
188,"1626 - VANCASSEL Olivier
APACHES",SEH,75,36:00:27,15:23:44,Francia
189,"2992 - CONVERTINI Pietro
A .L.AUBIERE",V1H,85,36:02:38,15:25:55,Francia
190,431 - MERINDOL Bruno,SEH,76,36:04:35,15:27:52,Francia
191,96 - CUVEILLIER Jean-François,V1H,86,36:04:45,15:28:02,Francia
192,"2769 - HEMPEL Michael
BERGWACHT PIRNA",SEH,77,36:05:30,15:28:47,Alemania
193,"2930 - NARBAUD Vincent
AMICALE DE NEUVILLE ATHLETISME",V1H,87,36:05:37,15:28:54,Francia
194,"214 - HOSAKA Tomohiro
OTOKO JUKU SPORCIVA",SEH,78,36:05:52,15:29:09,Japón
195,2604 - ONO Masahiro,SEH,79,36:05:53,15:29:10,Japón
196,"218 - OKUBO Takashi
WASEDA　CLUB",SEH,80,36:05:54,15:29:11,Japón
197,"1559 - YAMADA Takashi
NPO TORTOISE",SEH,80,36:05:54,15:29:11,Japón
198,"3357 - SEKI Junichi
THE SOUTH FACE",SEH,80,36:05:54,15:29:11,Japón
199,"2151 - COSTA Jean-Pierre
I FILANCI",V2H,15,36:08:03,15:31:20,Francia
200,3043 - CASSAN Benoit,V1H,88,36:08:52,15:32:09,Francia
201,3111 - EDELIN Bruno,V1H,89,36:11:51,15:35:08,Francia
202,2948 - VICENTE Muñoz Romero,SEH,83,36:13:58,15:37:15,España
203,3330 - LOEWENGUTH Geraldine,V1F,4,36:16:00,15:39:17,Francia
204,2374 - DUCOURTIEUX Jean Luc,V2H,16,36:16:04,15:39:21,Francia
205,3166 - BARNETT Daniel,SEH,84,36:16:48,15:40:05,Reino Unido
206,"1662 - PEREZ VALERO Alberto
VERTICRUNNERS",SEH,85,36:17:55,15:41:12,España
207,"2441 - CASAS ALVAREZ Judit
DIEDRE",SEF,10,36:17:55,15:41:12,España
208,"2471 - SOLER Gerard
AE DIEDRE",SEH,85,36:17:55,15:41:12,España
209,"2779 - PLANELLA Mateu
ASS.ESP.DIEDRE",SEH,85,36:17:55,15:41:12,España
210,2798 - JAILE CASADEMONT Joel,SEH,85,36:17:55,15:41:12,España
211,"2886 - SALICRU MUNTANER Josep Maria
FONDISTES BLANES",SEH,85,36:17:55,15:41:12,España
212,2097 - JOBERT Jérémy,SEH,90,36:18:13,15:41:30,Francia
213,3063 - LASCOLS Bruno,V2H,17,36:19:40,15:42:57,Francia
214,"2723 - GRANDJEAN Denis
MED",V2H,18,36:19:46,15:43:03,Suiza
215,505 - AZEGGAGH Rachid,V1H,90,36:19:48,15:43:05,Francia
216,2224 - BOITTE Eric,V1H,91,36:19:53,15:43:10,Francia
217,2452 - GASPERI Regis,V1H,92,36:20:37,15:43:54,Francia
218,"3554 - BARBIER Franck
SEZANNE TRIATHLON",V1H,93,36:21:40,15:44:57,Francia
219,"2953 - SOULOUMIAC Arnaud
VANVES RUN CLUB 92",V1H,94,36:22:17,15:45:34,Francia
220,"3327 - GARCÍA RODRÍGUEZ Francisco
Izadi Zaleak",V1H,95,36:22:18,15:45:35,España
221,2971 - ALEXANDROWICZ Laurent,V1H,96,36:22:30,15:45:47,Francia
222,"161 - ELLIS Simon
TATTENHALL RUNNERS",V1H,97,36:23:47,15:47:04,Reino Unido
223,"1902 - FESTORAZZI Fabio
POL.ISPORTIVA PAGNONA",V1H,98,36:24:02,15:47:19,Italia
224,357 - TAKAMATSU Naoto,SEH,91,36:25:12,15:48:29,Japón
225,270 - MARCLAY Mickael,SEH,92,36:25:16,15:48:33,Francia
226,"2465 - BOUTET Alain
POITIERS EC",V1H,99,36:26:18,15:49:35,Francia
227,"2454 - CHAFFARD Didier
LES TRAILERS DU MOLE",V1H,100,36:27:55,15:51:12,Francia
228,2915 - BUENO LORENZO Manuel Ignacio,V1H,101,36:28:50,15:52:07,España
229,2370 - CAILLE Nicolas,V1H,102,36:34:13,15:57:30,Francia
230,"3434 - CHARPENTIER Rodolphe
TEAM SWISS TRAIL",SEH,93,36:35:33,15:58:50,Francia
231,2237 - AOYAMA Tatsuro,SEH,94,36:35:46,15:59:03,Japón
232,2524 - FILHOL Laurent,SEH,95,36:36:23,15:59:40,Francia
233,"1808 - SANAGUSTIN AGUSTIN Francisco Javier
PENA GUARA",V2H,19,36:39:49,16:03:06,España
234,"1735 - BADIA IZQUIERDO Enrique
PENA GUARA",SEH,96,36:42:47,16:06:04,España
235,1581 - VUILLEMIN Frederic,V1H,103,36:45:22,16:08:39,Francia
236,"119 - DI MEO Gianluca
IZ SKYRACING",SEH,97,36:45:54,16:09:11,Italia
237,2361 - BARANOW Tomasz,SEH,98,36:46:19,16:09:36,Polonia
238,296 - LEGGETT Mark,V1H,104,36:47:29,16:10:46,Reino Unido
239,"2479 - ABE Hiroshi
TEAM USUKAWA",SEH,99,36:48:08,16:11:25,Japón
240,"2478 - SADAHIRO Kazunori
TEAM USUKAWA",SEH,100,36:48:09,16:11:26,Japón
241,"3040 - EVAIN Gerard
ATHLE DU PAYS DE REDON",V1H,105,36:48:57,16:12:14,Francia
242,"121 - NOVELLO Roberto
UNIONE SPORTIVA SAN MICHELE",SEH,101,36:49:03,16:12:20,Italia
243,"3620 - ROSAZ Marc
RESPECTONS LA TERRE",SEH,102,36:50:11,16:13:28,Francia
244,"2975 - LEROUX Stéphane
UNION MONTELIMAR SPORTS A S A D",V1H,106,36:50:24,16:13:41,Francia
245,"1924 - MEYER Jean-Francois
RUNNING CLUB ORBEY",V1H,107,36:51:18,16:14:35,Francia
246,255 - BARTHELEMY Gilbert,V2H,20,36:51:36,16:14:53,Francia
247,"2453 - GREGAARD Frederik
WWW.BOOSTADVENTURE.DK",SEH,103,36:52:27,16:15:44,Dinamarca
248,"3384 - CHARRON Quentin
EC SARTROUVILLE",SEH,104,36:54:12,16:17:29,Francia
249,308 - SOLOVIEV Serguei,V1H,108,36:56:07,16:19:24,Ucrania
250,2034 - DUCERF Franck,V1H,109,37:00:43,16:24:00,Francia
251,1800 - JOUINOT Frédéric,SEH,105,37:03:21,16:26:38,Francia
252,"367 - PETITJEAN Damien
UA SOCIETE GENERALE",SEH,106,37:03:27,16:26:44,Francia
253,"336 - DUJARDIN Willy
CCAS SIDEL",SEH,107,37:03:31,16:26:48,Francia
254,"1839 - ESPITALIER Laurent
MARSEILLE TRAIL CLUB",V1H,110,37:03:33,16:26:50,Francia
255,2748 - ETHEVE Jean Marie,V1H,111,37:03:37,16:26:54,Francia
256,"3251 - MASSANA CUADRAS Jordi
AE TALAIA/ATLETES VNG",SEH,108,37:11:33,16:34:50,España
257,"3028 - CHIROL Jean-Pierre
ASPTT PERIGUEUX",V2H,21,37:14:51,16:38:08,Francia
258,"112 - CHAPUIS didier
POUR AILES",V1H,112,37:16:56,16:40:13,Francia
259,2407 - FAYS Alain,V2H,22,37:17:49,16:41:06,Francia
260,2408 - COLLOUD Yves,V1H,113,37:18:18,16:41:35,Francia
261,"239 - CAVALIER Jerôme
RAID 3D",V1H,114,37:20:45,16:44:02,Francia
262,2327 - MURDOCK Kevin,V1H,115,37:21:06,16:44:23,Irlanda
263,2862 - PIGEAULT Jean-Luc,V2H,23,37:24:07,16:47:24,Francia
264,3014 - DELEMONTEZ Didier,V2H,24,37:24:08,16:47:25,Francia
265,2166 - ANDRADES CHACON Antonio,V1H,116,37:24:14,16:47:31,España
266,2355 - BARTOLINI Alain,SEH,109,37:31:25,16:54:42,Suiza
267,"3457 - GOFFARD Philippe
ASPTT ANNECY TEAM SYSTEME U",V2H,25,37:32:55,16:56:12,Francia
268,"3385 - MARIO Rodriguez Alvarez
TIERRA TRAGAME",SEH,110,37:33:06,16:56:23,España
269,"2159 - SAVELLI Guy
ALE Echirolles",V1H,117,37:33:34,16:56:51,Francia
270,135 - SOUSA LEBANIEGOS Jose Ramon,SEH,111,37:34:40,16:57:57,España
271,"203 - ETCHENIQUE Jean-Paul
BAZTANDARRAK",V1H,118,37:35:24,16:58:41,Francia
272,"2045 - GALANENA AGUIRRE Ximun
BAZTANDARRAK",V1H,119,37:35:25,16:58:42,Francia
273,"3511 - ZONCA Frederic
TEAM DRE DANS L'PENTU",V1H,120,37:37:27,17:00:44,Francia
274,"2131 - DACE Tranina
Riga",SEF,11,37:37:34,17:00:51,Letonia
275,3002 - HORENT FRANCK,V1H,121,37:38:10,17:01:27,Francia
276,"3440 - LESTAK Peter
JAMES SLOVAK MOUNTAINEERING UNION",V1H,122,37:38:28,17:01:45,Eslovaquia
277,"2631 - SANCHEZ VIÑES Oscar
Club Excursionista Priorat",SEH,112,37:38:33,17:01:50,España
278,"2464 - PELAEZ FERNANDEZ Juana Maria
DANTZALEKUSAKANA",V1F,5,37:41:07,17:04:24,España
279,2282 - CONTI Tommaso,SEH,113,37:42:43,17:06:00,Italia
280,1987 - BARDON-SORIANO Geneviève,V2F,2,37:44:08,17:07:25,Francia
281,"1899 - MIQUEL Jean Pierre
ACP PAMIERS",V1H,123,37:44:29,17:07:46,Francia
282,"2831 - POZZI Giovanni
GS UL GIR DE MUNT",V1H,124,37:46:12,17:09:29,Italia
283,3144 - ALBERTI Corrado,V1H,124,37:46:12,17:09:29,Italia
284,"3632 - GAMEN Philippe
Courchevel Ski Alpinisme",V1H,126,37:47:44,17:11:01,Francia
285,"2477 - TAMAGAWA Hiroyuki
AHIRU CLUB - TEAM PARIS MARATHON",SEH,114,37:47:52,17:11:09,Japón
286,"2783 - PINTO FULLA Enric
CECB",SEH,115,37:48:33,17:11:50,España
287,"260 - CODINA VENTURA Jordi
U.E.C BAGA",SEH,116,37:48:34,17:11:51,España
288,"2303 - BONY Bastien
CS PROVINS ATHLETISME",V1H,127,37:48:42,17:11:59,Francia
289,"3147 - ABEL Laurent
A2M",V1H,128,37:50:18,17:13:35,Francia
290,2162 - PERRIER Jerome,SEH,117,37:55:05,17:18:22,Francia
291,"1603 - GINER Yohann
VIENNE LEO",SEH,118,37:55:40,17:18:57,Francia
292,2725 - ACHARD Eric,V2H,26,37:55:53,17:19:10,Francia
293,"3324 - ARNAUD Laurent
SPRIDON LA ROCHELLE",V1H,129,37:57:16,17:20:33,Francia
294,1734 - GOMBERT Laurent,SEH,119,37:57:40,17:20:57,Francia
295,"3383 - BREFUEL Ghislain
SPORT CAUSSE AVENTURE",V1H,130,37:57:41,17:20:58,Francia
296,"3572 - GABET Yann
TEAM ENDURANCE SHOP BESANCON",V1H,131,37:57:58,17:21:15,Francia
